Date,Time,Timestamp,Open,High,Low,Close,Volume
2024-06-03,00:00:00,1717353000.0,897.6,944.0,704.56,843.84,35082235.0
2024-06-10,00:00:00,1717957800.0,849.12,922.72,833.92,911.88,19155980.0
2024-06-18,00:00:00,1718649000.0,911.88,915.96,869.68,872.72,6528763.0
2024-06-24,00:00:00,1719167400.0,864.04,865.2,823.48,833.92,10869093.0
2024-07-01,00:00:00,1719772200.0,831.24,856.24,812.64,846.32,11435678.0
2024-07-08,00:00:00,1720377000.0,851.16,854.4,812.0,845.96,11745929.0
2024-07-15,00:00:00,1720981800.0,850.12,860.0,805.76,808.76,16716782.0
2024-07-22,00:00:00,1721586600.0,803.2,844.0,790.96,831.96,13231504.0
2024-07-29,00:00:00,1722191400.0,839.96,847.36,816.44,824.08,7517680.0
2024-08-05,00:00:00,1722796200.0,808.12,812.08,775.04,784.64,11840947.0
2024-08-12,00:00:00,1723401000.0,780.0,788.76,753.76,783.16,7436317.0
2024-08-19,00:00:00,1724005800.0,791.84,799.56,767.56,792.28,7954595.0
2024-08-26,00:00:00,1724610600.0,793.6,801.0,760.88,772.08,7680041.0
2024-09-02,00:00:00,1725215400.0,775.2,783.6,751.44,754.12,10265734.0
2024-09-09,00:00:00,1725820200.0,753.6,773.28,744.8,769.08,8431380.0
2024-09-16,00:00:00,1726425000.0,772.0,772.72,705.6,714.4,10254239.0
2024-09-23,00:00:00,1727029800.0,718.4,733.2,701.12,729.0,9664120.0
2024-09-30,00:00:00,1727634600.0,729.0,741.56,696.0,704.84,7065882.0
2024-10-07,00:00:00,1728239400.0,708.72,726.36,686.4,715.12,5435540.0
2024-10-14,00:00:00,1728844200.0,708.0,711.96,683.64,698.08,5078557.0
2024-10-21,00:00:00,1729449000.0,698.4,700.76,624.44,636.24,6286500.0
2024-10-28,00:00:00,1730053800.0,639.16,682.4,623.0,676.16,7782807.0
2024-11-04,00:00:00,1730658600.0,676.16,694.4,648.04,661.92,6360223.0
2024-11-11,00:00:00,1731263400.0,661.92,669.48,621.2,628.52,2746664.0
2024-11-18,00:00:00,1731868200.0,631.72,648.16,605.8,630.68,4129146.0
2024-11-25,00:00:00,1732473000.0,644.88,664.76,636.28,662.68,6362842.0
2024-12-02,00:00:00,1733077800.0,662.68,681.48,657.64,674.44,4553973.0
2024-12-09,00:00:00,1733682600.0,675.6,692.8,650.2,660.44,7218840.0
2024-12-16,00:00:00,1734287400.0,663.12,663.12,612.04,614.36,3678093.0
2024-12-23,00:00:00,1734892200.0,620.84,630.24,615.24,627.32,2265003.0
2024-12-30,00:00:00,1735497000.0,628.08,636.32,617.28,628.64,3432967.0
2025-01-06,00:00:00,1736101800.0,628.92,629.56,590.6,600.2,6910659.0
2025-01-13,00:00:00,1736706600.0,600.2,626.32,580.0,617.96,6586904.0
2025-01-20,00:00:00,1737311400.0,618.4,623.56,592.32,603.48,4399652.0
2025-01-27,00:00:00,1737916200.0,601.64,628.8,563.64,604.76,9593065.0
2025-02-03,00:00:00,1738521000.0,603.2,603.2,571.4,579.08,4449372.0
2025-02-10,00:00:00,1739125800.0,579.08,581.04,533.48,540.16,3521628.0
2025-02-17,00:00:00,1739730600.0,540.0,564.48,524.64,550.08,5955579.0
2025-02-24,00:00:00,1740335400.0,544.0,545.6,497.2,498.96,6353706.0
2025-03-03,00:00:00,1740940200.0,501.04,541.36,481.0,525.32,6556828.0
2025-03-10,00:00:00,1741545000.0,528.0,531.04,504.0,512.2,2770150.0
2025-03-17,00:00:00,1742149800.0,505.64,555.88,500.0,551.72,6514484.0
2025-03-24,00:00:00,1742754600.0,558.4,584.92,546.24,553.28,8959122.0
2025-04-01,00:00:00,1743445800.0,552.88,574.36,546.08,550.0,3305880.0
2025-04-07,00:00:00,1743964200.0,513.6,564.16,512.92,547.84,4094849.0
2025-04-15,00:00:00,1744655400.0,551.2,565.52,544.24,559.32,3584967.0
2025-04-21,00:00:00,1745173800.0,560.8,573.44,540.0,543.0,4657151.0
2025-04-28,00:00:00,1745778600.0,544.0,557.52,534.48,544.6,4161945.0
2025-05-05,00:00:00,1746383400.0,548.0,556.0,516.24,518.92,3376111.0
2025-05-12,00:00:00,1746988200.0,536.08,587.2,534.4,584.4,18639500.0
2025-05-19,00:00:00,1747593000.0,590.36,606.32,566.56,576.72,15905449.0
2025-05-26,00:00:00,1748197800.0,579.56,632.8,577.64,627.52,20358355.0
2025-06-02,00:00:00,1748802600.0,627.48,652.04,620.0,647.6,9695331.0
2025-06-09,00:00:00,1749407400.0,648.4,650.72,601.64,609.16,4471101.0
2025-06-16,00:00:00,1750012200.0,607.2,613.96,580.4,590.6,3577118.0
2025-06-23,00:00:00,1750617000.0,590.32,611.12,583.4,605.08,6189711.0
2025-06-30,00:00:00,1751221800.0,608.12,612.36,590.0,599.65,7996044.0
2025-07-07,00:00:00,1751826600.0,602.0,629.2,588.1,614.95,9127165.0
2025-07-14,00:00:00,1752431400.0,614.25,625.0,610.05,613.25,4841097.0
2025-07-21,00:00:00,1753036200.0,613.25,617.0,596.05,598.7,2853116.0
2025-07-28,00:00:00,1753641000.0,595.0,601.8,570.6,573.6,4412767.0
2025-08-04,00:00:00,1754245800.0,573.6,583.25,529.2,556.65,11711836.0
2025-08-11,00:00:00,1754850600.0,556.55,556.55,531.1,531.8,5193782.0
2025-08-18,00:00:00,1755455400.0,535.15,560.85,534.1,547.9,3384081.0
2025-08-25,00:00:00,1756060200.0,547.95,550.55,521.7,527.35,5244213.0
2025-09-01,00:00:00,1756665000.0,530.0,554.0,528.6,542.25,2556676.0
2025-09-08,00:00:00,1757269800.0,546.8,555.85,539.7,550.05,5975479.0
2025-09-15,00:00:00,1757874600.0,551.9,569.8,549.9,553.75,10671121.0
2025-09-22,00:00:00,1758479400.0,553.75,560.7,523.4,524.8,9898743.0
2025-09-29,00:00:00,1759084200.0,527.2,534.25,520.65,533.5,6428926.0
2025-10-06,00:00:00,1759689000.0,538.3,544.6,527.0,541.4,5140156.0
2025-10-13,00:00:00,1760293800.0,541.0,541.4,524.5,529.5,3774882.0
2025-10-20,00:00:00,1760898600.0,532.0,542.5,530.35,536.9,2411012.0
2025-10-27,00:00:00,1761503400.0,538.5,557.0,536.65,545.25,6797827.0
2025-11-03,00:00:00,1762108200.0,545.55,553.0,515.8,521.7,7422441.0
2025-11-10,00:00:00,1762713000.0,525.9,538.5,515.85,518.85,11573889.0
2025-11-17,00:00:00,1763317800.0,518.85,528.4,510.0,511.2,12956950.0
2025-11-24,00:00:00,1763922600.0,511.45,523.9,507.45,511.25,41775017.0
2025-12-01,00:00:00,1764527400.0,513.1,515.1,500.4,511.05,9323099.0
2025-12-08,00:00:00,1765132200.0,508.25,513.0,493.35,505.5,8080047.0
2025-12-15,00:00:00,1765737000.0,506.0,506.0,490.55,501.35,3803340.0
2025-12-22,00:00:00,1766341800.0,503.0,523.0,501.85,520.3,4463305.0
2025-12-29,00:00:00,1766946600.0,524.9,532.7,514.25,531.8,8489233.0
2026-01-05,00:00:00,1767551400.0,532.5,534.0,510.35,513.05,5841356.0
2026-01-12,00:00:00,1768156200.0,510.0,524.0,504.45,519.7,4180860.0
2026-01-19,00:00:00,1768761000.0,518.0,521.05,478.0,479.75,7599337.0
2026-01-27,00:00:00,1769452200.0,481.0,524.6,472.75,505.35,11040464.0
2026-02-02,00:00:00,1769970600.0,505.0,538.95,496.5,509.5,8490707.0
2026-02-09,00:00:00,1770575400.0,515.0,522.3,497.0,498.3,4434406.0
2026-02-16,00:00:00,1771180200.0,497.0,511.9,494.0,503.0,3930377.0
2026-02-23,00:00:00,1771785000.0,505.0,512.45,490.5,495.65,4641838.0
2026-03-02,00:00:00,1772389800.0,488.95,489.1,459.2,479.75,6712733.0
2026-03-09,00:00:00,1772994600.0,470.0,482.75,452.0,453.4,10060416.0
2026-03-16,00:00:00,1773599400.0,453.6,463.9,438.4,447.3,10016696.0
2026-03-23,00:00:00,1774204200.0,442.95,450.55,421.45,438.2,8499736.0
2026-03-30,00:00:00,1774809000.0,431.95,452.55,423.5,439.25,5541799.0
2026-04-06,00:00:00,1775413800.0,441.65,490.85,435.8,483.7,8005748.0
2026-04-13,00:00:00,1776018600.0,476.1,511.85,467.5,503.1,6171750.0
2026-04-20,00:00:00,1776623400.0,506.05,517.5,498.55,502.8,5489183.0
2026-04-27,00:00:00,1777228200.0,505.15,521.95,505.15,508.85,6230122.0
2026-05-04,00:00:00,1777833000.0,509.5,537.0,509.5,534.75,4287843.0
2026-05-11,00:00:00,1778437800.0,535.75,535.75,511.6,518.8,7788077.0
2026-05-18,00:00:00,1779042600.0,513.0,513.35,493.0,505.9,6460286.0
2026-05-25,00:00:00,1779647400.0,509.0,513.5,460.15,463.65,16224786.0
