Date,Time,Timestamp,Open,High,Low,Close,Volume
2024-06-03,00:00:00,1717353000.0,310.0,333.35,250.3,324.35,97471365.0
2024-06-10,00:00:00,1717957800.0,327.6,336.7,315.55,328.6,37231675.0
2024-06-18,00:00:00,1718649000.0,328.6,333.45,313.55,323.7,22146624.0
2024-06-24,00:00:00,1719167400.0,321.95,337.6,315.0,316.45,32639464.0
2024-07-01,00:00:00,1719772200.0,316.5,347.6,315.55,335.75,46291955.0
2024-07-08,00:00:00,1720377000.0,338.0,348.45,319.4,326.7,18963592.0
2024-07-15,00:00:00,1720981800.0,327.4,336.55,308.0,309.2,18050304.0
2024-07-22,00:00:00,1721586600.0,309.2,349.7,295.5,337.6,79505331.0
2024-07-29,00:00:00,1722191400.0,337.65,364.5,334.05,344.15,49114124.0
2024-08-05,00:00:00,1722796200.0,325.3,334.65,309.3,324.0,42528703.0
2024-08-12,00:00:00,1723401000.0,323.2,327.3,308.5,309.85,19009834.0
2024-08-19,00:00:00,1724005800.0,315.0,329.6,312.25,323.55,23151861.0
2024-08-26,00:00:00,1724610600.0,325.0,328.1,317.0,319.05,12545664.0
2024-09-02,00:00:00,1725215400.0,322.5,330.8,314.3,316.15,18081268.0
2024-09-09,00:00:00,1725820200.0,315.95,322.0,308.1,316.7,11040106.0
2024-09-16,00:00:00,1726425000.0,317.05,317.4,299.1,314.95,14332426.0
2024-09-23,00:00:00,1727029800.0,316.0,317.2,300.0,302.4,12319432.0
2024-09-30,00:00:00,1727634600.0,297.3,310.45,291.65,300.5,16573814.0
2024-10-07,00:00:00,1728239400.0,302.05,311.95,289.15,298.45,15004906.0
2024-10-14,00:00:00,1728844200.0,299.0,312.9,295.2,310.9,11349734.0
2024-10-21,00:00:00,1729449000.0,311.0,311.9,272.3,277.6,12233580.0
2024-10-28,00:00:00,1730053800.0,278.0,317.95,270.65,312.6,15995976.0
2024-11-04,00:00:00,1730658600.0,317.7,321.9,301.05,308.1,19774990.0
2024-11-11,00:00:00,1731263400.0,306.25,309.5,277.35,280.0,9640772.0
2024-11-18,00:00:00,1731868200.0,279.95,288.2,269.25,283.8,9457688.0
2024-11-25,00:00:00,1732473000.0,290.0,318.25,289.15,309.7,20543851.0
2024-12-02,00:00:00,1733077800.0,311.9,326.45,304.15,314.1,20385857.0
2024-12-09,00:00:00,1733682600.0,315.7,317.25,294.1,302.7,10590298.0
2024-12-16,00:00:00,1734287400.0,302.7,315.4,286.5,287.55,16152117.0
2024-12-23,00:00:00,1734892200.0,289.95,291.95,278.65,279.15,6621623.0
2024-12-30,00:00:00,1735497000.0,279.1,280.95,267.6,276.95,12394572.0
2025-01-06,00:00:00,1736101800.0,278.35,278.35,250.05,251.05,19969223.0
2025-01-13,00:00:00,1736706600.0,245.45,254.5,235.05,253.05,16968902.0
2025-01-20,00:00:00,1737311400.0,253.05,253.95,235.0,235.95,12900115.0
2025-01-27,00:00:00,1737916200.0,234.9,261.8,217.65,231.6,32656599.0
2025-02-03,00:00:00,1738521000.0,231.6,247.7,203.2,207.3,70471950.0
2025-02-10,00:00:00,1739125800.0,209.5,212.95,185.65,187.6,56974640.0
2025-02-17,00:00:00,1739730600.0,187.6,197.75,183.0,186.9,31621428.0
2025-02-24,00:00:00,1740335400.0,186.0,187.5,173.2,175.0,21971854.0
